S. No.,Category Name,URL if available,Description(Minimum 80 words),Location,Contact,Reviews,Rating,Images
,,,,,,,,
4,DCM Shriram Inds. Ltd,www.dcmsr.com,"Daurala Sugar Works was established in the pre 
independence era in the year 1932 at Daurala , a small 
unknown village near Meerut on New Delhi - Haridwar 
National highway no. 58. Today , after more than eight 
decades it continues to command respect as one of the
 more efficient and modern sugar factories of the 
country, being a familiar name not only in India but 
overseas as well.
Over this period of time, diversification of activities were
 pioneered under the umbrella brand of ""Daurala Sugar 
works"" Daurala. These included manufacture of 
pharmaceutical grade sugar , sugarcane research
 farm, setting up of distillery , manufacture of IMFL,
 Bio-Methanation , manufacture of aromatic chemical, 
co-generation of power etc.
The entire range of products are manufactured in modern 
plants having contemporary equipments and employing
 R&D based advanced technologies. An independent 
quality assurance and control system ensures continual 
improvement and choicest quality products to satisfy
 the need of even the most demanding customers  DCM 
Shriram Industries Ltd. (DSIL) is based in Northern 
India with a portfolio of products comprising of sugar, 
alcohol, fine chemicals and rayon tyrecord. The company 
has a strong emphasis on technology and quality as 
also a strong commitment to environmental & social
 concerns.","Daurala Sugar Works Daurala, Meerut Distt. 250221",91-1237-230096/+91-1237-230100,1. Very Good Company to work.Good working environment .Highly experienced seniors .Good Plant,4,
,,,"
",,,"2. Good pay, provide facilities and transport",3,
,,,"
",,,"3. HR is weak, the quality of the crowd is very average and even sundays are working at the plant",2,
,,,"
",,,"4. The Company is a excellent, and they do give you the space with at times are rigid on certain issues.",3,
,,,,,,,,
5,MMR Group,http://www.mmrgrp.com/,"At MMR, we have the resources, manpower and knowledge to assemble and mobilize teams quickly and efficiently. Our many years of industry knowledge and expertise have enabled us to compete in any arena, bringing projects to completion on schedule and within the structured budget, while keeping clients informed of the project status at all times.MMR Group, Inc strives to provide our clients with exceptional value and the highest level of service and quality, while completing projects in the safest and most efficient manner possible. This is accomplished by developing the skills and qualifications of individual employees so they share our commitment for quality and client satisfaction.","Sector 57, Noida, Uttar Pradesh 201307",0120 425 6999,1. MMR has been the best company i have ever worked for and they have always treated me with a lot of respect. Plenty of good people surrounding MMR. They also always have plenty of work to go around,4,
,,,,,,2. I became attach to the company and the people that worked there I got a chance to receive my license to do electrical work and I appreciate them,4,
,,,,,,3. MMR was the worst work experience of my life. The management and workers they hire lack ethics.,1,
,,,,,,4. i got good experience working on instruments. Dealt with them before just more is better,3,
,,,,,,,,
6,Make My Trip,www.makemytrip.com,"MakeMyTrip was founded by Deep Kalra, an alumnus of Indian
 Institute of Management Ahmedabad  Prior to setting up 
MakeMyTrip, Deep had worked with GE Capital as vice president
 of business development (retail), as well as serving stints with
 ABN AMRO Bank and AMF Bowlinghai. MakeMyTrip was
 launched in the US market  in 2000 to cater to the overseas 
Indian community for their US-to-India travel needs. The 
founding team consisted of Deep Kalra, Keyur Joshi 
(Co-Founder & Chief Commercial Officer), Rajesh Magow 
(Co-Founder & CEO - India, formerly Chief Operating Officer 
& Chief Financial Officer) and Sachin Bhatia (ex-Chief Marketing 
Officer). After serving a long tenure of 10 years, since the 
company's inception, Sachin Bhatia[10] quit MakeMyTrip as an
 active member and decided to work as an independent advisor
 and a prime shareholder in the company. In August 2013, the
 company announced the appointment of Rajesh Magow as 
CEO – India and Mohit Kabra (previously Senior Vice 
President – Finance, Administration and Legal) as the Chief 
Financial Officer.[11] With the success of IRCTC's (Indian
 Railways Catering and Tourism Corporation) online business 
model which enabled the Indian traveller to purchase railway
 tickets[12] on the Internet, things started to look brighter for the
 travel market in India. This was also the time when low-cost 
carriers entered the Indian aviation space. MakeMyTrip started
 its Indian operations in September 2005,[13] offering online
 flight tickets to Indian travellers. The company also started to
 focus on non-air businesses like holiday packages and hotel
 bookings. On 13 August 2010, MakeMyTrip was listed on the 
NASDAQ[14] and went public, making a debut in the US market.","Tower A, SP Infocity 243, Udyog Vihar, Phase 1 Gurgaon,
 Haryana - 122016, India","1-800-11 8747 , 1-800-102 8747","1. There are no cons, seriously! Although nothing is perfect, but MMT is as close to perfect as it can be! Just a few managers might be playing politics, but hey, that happens everywhere!",3,
,,,,"
",,2. No disadvantages really. Good working relationship.,3,
,,,"
","
",,"3. Great opportunity to learn, Adapts new tools and technologies, Good work culture",4,
,,,,,,4. You will be prone to get significant work pressure which is similar to most of the e-commerce comp. Wfh is not easy to get.,3,
,,,,,,,,
7,Limeroad,http://www.limeroad.com,"Limeroad.com offers some of the most nourishing and refreshing beauty products that pamper your skin and your senses. Don't miss out on our selection of bath products. Plus, you also have a choice of cosmetics and make-up products on Limeroad.com. As a women centric online shopping website, Limeroad.com makes sure that all you shoppers get the most out of your shopping experience. Want to know what more does Limeroad offer to all you shoppers? Read on: Enjoy Scrapbooking: Create a Look and Earn LR Credits Limeroad not only gives you a chance to shop online but also gives you a chance to discover the fashion designer in you. Download the exclusive Limeroad Scrapbook app and create looks using our huge product catalogue consisting of the best of clothing, footwear, bags and accessories. Share your looks with millions of fashionable girls and stand a chance to win Limeroad credits to shop from.","Plot No. 48, 4th & 5th Floor, Near HUDA City Center Metro
 Station, Sector 44, Gurgaon, Haryana 122001",0124 442 0900,"1. The site offers clothes with so many varities that can be available, anywhere nearby you home, nothing exclusive or different . Donot submit your email address to this website.It’s not good, they promises wrong they will promised that it will delivered with in 48hrs. But they didn’t deliver and when you call them they just say sorry and say that my merchent was not there but sir today it will delivered they are the bkwass promised.Date the delivery is not done, asking for refund, they are not even ready to do that, every time I call them, I only get excuses, that the goods will b delivered in next 48 hrs.",1,
,,,,,,"2. It is really a cheater. I ordered 2 set(4 pieces) of Lingeries and when it delivered I found 3 pieces instead of 4 and the products were totally different in looks, quality and color. When I send a mail to their customer care there is no responds yet. So you tell what term I will do for such a cheater online shopping brand.

So don't order any products from limeroad which are non-refundable. I lost my faith on such type of online shopping sites.",1,
,,,,,,"3. Wide collection, and unique & attractive designs. Pocket-friendly as they have nice discounts throughout the year. Nice website design_ user friendly. OOPS: XXL does not available in many designs. Most of the dresses are on mannequins and not on real models. I would prefer the later as it gives a clear idea on how the dress looks on a human. Some pieces are very reasonably priced while some don’t seem worth the price they come at. P.S. - 1. Qualities of the products depend on the amount you are paying. 2. Love, create, share and shop on LimeRoad! Definitely worth one visit for all you fashion divas.",2,
,,,,,,4. This is the most unprofessional and loose company .They are neither good at deliveries nor their working process . They are so bad at their providing stipends they really make person beg for his work payments. Before 15 days forget u will get your salary. limeroad is very late in providing salaries coz i myself has suffered that. Its so not good company to work at.,2,
,,,,,,,,
8,Myntra,http://www.myntra.com,"Myntra is a one stop shop for all your fashion and lifestyle needs.
 Being India's largest e-commerce store for fashion and lifestyle
 products, Myntra aims at providing a hassle free and enjoyable
 shopping experience to shoppers across the country with the
 widest range of brands and products on its portal. The brand is
 making a conscious effort to bring the power of fashion to 
shoppers with an array of the latest and trendiest products 
available in the country. Myntra's value proposition revolves 
around giving consumers the power and ease of purchasing
 fashion and lifestyle products online. Offerings such as the
 largest in-season product catalogue, 100% authentic products,
 cash on delivery and 30 day return policy make Myntra, the 
preferred shopping destination in the country. To make online
 shopping easier for you, a dedicated customer connect team is 
on standby to answer your queries 24x7.","Maruthi Chamber Annex Building Rupena Agrahara Hosur
 Road Bengaluru, 560068 India",91 80 6799 6666,"1. I had ordered Franco Leone shoes. The quality of the shoes was pathetic. Just after a month, the top leather started to come off already in such a short span of time. I am really surprised to see the kind of quality that these guys are selling.

The issue was reported to them and Everytime there was a new person with whom I had to interact. In the end I was told that this is not a manufacturing defect but because of wear and tear. I had worn the shoe only 4-5 times and literally fail to understand how can wear and tear happen in just 4-5 times.

They talk big things like we love our customers and truly value their time and money. I personally say that they are big LIARS.

Never ever buy anything from them.",1,
,,,,,,2. bad service. poor rules and regulations. never ever i am gonna buy product form them. ,1,
,,,,"
",,"3. Poor Customer Service,Fake Commitments and statements .All are thiefs who are sitting in myntra . i have submitted my courier bills but they declined and now they are blaming on me . Disgusting people.Going Further i will not buy a single thing .

Before my self Shipment i have confirmed from myntra guys the name , vinay deepak,deepti who are customer care support guys. i have talk about vignesh ravi for the sam eno one is bothering to respond positively . i have confirmed my courier charges are refundable or not they all said yes and now they declined my amount .why they make with me fake commitment . do they think i am fool. ",1,
,,,,,,4. I keep ordering few tshirts from This website but the designs are very appealing but the quality is of a bit problem. also the size didnt match as it was mentioned in the description.,3,
,,,,"
",,5. I liked the things and unable to edit my bag and place the order. The app has become bad. Do it user friendly,2,
,,,,,,,,
9,Flipkart,www.flipkart.com,"Flipkart Online Services Pvt Ltd, also known as Flipkart.com, is an
 India-based company, which operates as an online retailer. Its
 products include movies, music, games, mobiles, cameras, 
computers, healthcare and personal products, home appliances
 and electronics, stationery, perfumes, toys, apparels, and shoes.
 The Company’s electronic items consists of mobiles, tablets, 
mobile accessories, laptops, computer accessories, cameras
, camera types and accessories, camera accessories, audio
 and video, gaming and consoles, software, personal appliances, 
health care devices, and home and kitchen. Its home and kitchen
 items include home furnishing, bed, kitchen, bath, living, home 
appliances, tools and home improvement, and kitchen appliances.
 It also provides kids clothing, toys and games, baby care, watches
, kids footwear, men’s and women’s clothing, footwear, sunglasses 
and grooming products","No. 447/B, 1st A Cross, 12th Main, 4th Block, Opposite 
BSNL Telephone Exchange, Koramangala, Bangalore –
 560034, Karnataka, India",,"1. I am highly unsatisfied for your service. Your service is very wrost. Your website shows product delivered to my address when enter area pincode and at the time of delivery your courier service shows out of area. Also your customer executive are not trained and they dont know how to do at that situation.CC guys told they don't have the control on the Courier. In future Instead of flipkart we can choose other sites...your delivery system become worst now, good sign for falling down.",1,
,,,,"
",,"2. I ordered a NEW phone from Flipkart; they delivered me a defect phone! The phone display is not working. I paid money for NEW Phone and got defected phone :) When called customer services, they are processing my request and after two days they are calling back and saying the same stories. I did this for 6 times, and I am still waiting for the courier executive to get pick up my phone. It's already been a week of calling them almost every day, waiting for their senior executive. Daily mailing Flipkart seniors. You want to do the same? Order from Flipkart now",1,
,,,,,,"3. they miss guide you after you purchased product.
whenever you got any defect even small defect in your product you should complaint for return policy or money back, after your return policy complaint they will call you for technical checking and after checking they tell you there is no defect, so you should not faith on them, you stict to your complaint because they will fascinate you for your complaint.
so dont faith on flipkart custmer services.",1,
,,,,"
",,"4. Flipkart now E-commerce giant in India. It means it have ego to sell products. I was looking one product on filpkart same as snapdeal and Amazon, i realized filpkart price 10-20% higher in comparison Snapdeal and Amazon.
I think one day filpkart.com will sell product over MRP just like Quikr.com
Good customer service is not everything, first improve product quality and price. ",1,
,,,,,,,,
10,Shopclues,www.shopclues.com,"ShopClues.com is an online marketplace, headquartered in
 Gurgaon, India. The company was founded in California's Silicon
 Valley in 2011.  It has over 12,000 registered merchants
retail 2,00,000+ products on the platform to over 42 million
 visitors every year across 9500 locations in the country. The e-
commerce company is incorporated in Delaware.  
ShopClues joined as 35th entrant in the Indian e-commerce in 
2011. The company employs about 700 people across different locations.","Building No. 112, Sector - 44, Gurgaon, Haryana 122001",0124 441 4888,1. Best place to work at and if your are here for learning new things then you are at the right place.,3,
,,,,,,"2. If you want to achieve something in life & be at a place where you continuously learn new things, shopclues isn't one of those places.
The atmosphere is pretty laid back & you don't really get to learn anything new . The crowd isn't smart & most of the people do not believe in hustle unlike other start ups.
The company basically focuses on the degree you attain & not the overall personality, no wonder why they aren't able to do good in the market.",2,
,,,,,,3. Patheitc Silly politcally motivated ambience. Your proximity to your manager decides your growth. out of the way promotions and hikes are regular. High disparity in pays.,3,
,,,,,,,,
11,ebay,www.ebay.com,"The purpose of an eBay item description is not only to sell the
item, but also to sell yourself as a seller. eBay is an extremely 
crowded marketplace which means buyers may look at tens or 
hundreds of listings before they get to yours. The description you
 created will be the difference between a buyer purchasing your 
item, or clicking ‘back’ to continue wading through more listings.
Buyers are judging your listings on two main criteria: is this the
 item I want? and how trustworthy is the seller? So creating a 
good description means answering these two criteria. When a 
potential buyer first lands on your listing, they are scanning the
 page for indicators or red flags that this isn’t the listing for them.
 If they get to the point where they are reading the item 
description, then your listing has passed these initial checks. 
Now isn’t the time to lose them!","14th Floor, North Block, R-TECH Park, Western Express 
Highway, Goregaon (East), Mumbai 400063, Maharashtra, India.",022 – 66690000,1. Will be closing both eBay and PayPal account. Did you know eBay will ALWAYS support a buyer on a refund and hold your money without permission until you give refund. If you don't they will refund money AND buyer gets to keep the goods. Sound like supporting theives to me! They won't even look at the circumstances of the case. Really it worth the effort if you are just a small seller trying to sell good quality second hand items. If you come across a buyer who thinks they can get something for nothing - you will PAY,1,
,,,,,,2. The fees from ebay are the worst. They take close to 15% off anything you sell which is never a reasonable amount.,1,
,,,"
",,,"3. I bought a phone off eBay and paid with PayPal. The item arrived missing parts and not working. I asked to return it and eBay told me to ship it back. I sent it back. When the seller received it he lied. Claimed I sent a different phone eBay closes my case as did PayPal. So I lost my 100 dollars and the seller techpayless2013 got to keep the phone and the money. Now he can relist it. eBay, Paypal and techpayless2013 will all make money again. I think it is a scam.",1,
,,,,,,"4. The initial purchases are without any difficulties, however I have encountered some problems afterward relative to Q&A. If and when I have spoken with a rep., my concerns were answered in a professional manner. And ensuring if there further questions/concerns. My purchases were auto related and one has to have a layman knowledge of the product in which he/she are interested in purchasing. The site allows one to research to ensure the correct part(s) for the appropriate vehicle. Have knowledge of the product in which you are interested in. Do check other sites. Check the difference between OEM and spin-offs.",,
,,,,,,,,
12,Jabong,http://www.jabong.com,"Jabong.com is a young and vibrant company that aims to provide 
good quality branded products. Jabong.com caters to the fashion
 needs of men, women and kids across footwear, apparel, 
jewellery and accessories. At Jabong.com we strive to achieve
 the highest level of “Customer Satisfaction” possible. Our 
cutting edge E-commerce platform, highly experienced buying
 team, agile warehouse systems and state of the art customer 
care centre provides customer with:
Broader selection of products
Superior buying experience
On-time delivery of products
Quick resolution of any concerns
","Jade eServices pvt ltd 82 A sector 18 Gurgaon (Haryana)
122016 , India",0124-6128000,1. Jabong services have been hopeless. The customer executives have repetitive answers and no solution to the problem. They take 10 days to refund for one order. And more than 10 days to deliver an order to your doorstep. I would not recommend Jabong to anyone. They are slow and working policies are useless and slow. ,1,
,,,,,,"2. I bought track pant from jabong n ordered Medium size. They delivered me XL but its been 3 days i m trying to contact them. Each time some new customer care executive pick up the call. They carry on with their ""ZOMBIE"" like repeated sentences but don't listen to what u r trying to tell them. Pathetic service n customer care. Amazon n Myntra r far better. Useless fellows...... I wonder from where they get the ZOMBIE infection.",1,
,,,,,,"3.  have been shopping on jabong since 3 yrs, and i love shopping at jabong. Nice collections! good offers! And top of it its user friendly. Apart from customer support service everything is fine",4,
,,,,,,"4. The customer service sucks to the core, I called thrice but no one picked the call, every time it got disconnected when they pick the call they will say we will try our level best sir we are really sorry for inconvenience blah blah blah.",1,
,,,,,,,,
13,Junglee,http://www.junglee.com,"Junglee.com is a service by Amazon designed uniquely for India 
with the vision of helping anyone buy and sell anything online. 
Junglee is the only online marketplace in India which enables
 customers to buy new and used products from all types of sellers
 including individuals, home-entrepreneurs, micro-businesses
 and shopping websites. Customers can transact directly with 
sellers using Pay with Amazon - a fast, easy and secure way to
 pay online. Anyone can start selling online by creating ads for
 their products on Junglee.com and receiving customer queries. 
We are a team within Amazon energized by the mission of
 transforming the way India shops and sells.","Eureka Towers , 9th Floor, B wing , Link Road , Malad west, 
Mumbai Maharashtra, India ",022 42497000,"1.The site is very good presentable and the products are genuine but the service is very poor. As it is connected to the amazon better is to purchase the products from amazon directly.

Two days before I search for video games in this site and also try on the application but did not get anything. The site is showing option but the option is nothing to show. It is a useless site. why there is option when there is no products regarding it.

site layout design is very good and web loading is too slow to load on lte connection. takes 20 seconds to load.

overall the experience is bad. The thing I want to order is not avialble at that site even the option is present.",2,
,,,,,,2. Good website for comparing price of products. This website provides a wide range of products to compare its price and it creates a perfect platform for the online consumers to know the best deals of their products. but in this website we cannot see the delivery charges of the product. I personally had a great experience with this website and everyone can get the best price of their product from this website,2,
,,,,,,"3. What this site does is collects best deals from various famous shopping sites and shows it to you in a collection form.

I my opinion this is a ""Time saver site"", this is just because other than searching in various sites for best deal, you could simply go to Junglee, compare, get that deal in just seconds!

What you can also do is sell your products!

I myself use the site and say it is the best deal dealer to find your deal:)",4,
,,,,,,"4. This site is good to use and trusted site, I like to use it for searching best offers available on another shopping site.

Junglee online site it is a price comapring site gives better price option available on another shopping site which is easy to find best price for products.

This onlune site is good and reliable site its provide corrects infoemation about the price camparision on other site. I like to serch in this this site it makes easy my work to find out best deals which are availabe another one.

This online site provides all types of informations about the products like clothes, accesorries, and other products which is required. Overall this site is best for price comparisions.",4,
,,,"
",,,,,
16,Future Lifestyle Fashions Ltd.,,"Future Lifestyle Fashions Limited is engaged in the business of
 fashion. The Company offers textiles, wearing apparel, shoes
, jewelry, furniture and other fashion goods/accessories. The 
Company has a portfolio of fashion brands that cover a range of
 fashion categories, including formal menswear, casual wear, 
active or sportswear, women's ethnic wear, women's denim wear, 
women's casual wear and footwear. The Company has 
approximately 40 domestic and foreign brands that are present
 in every segment within the fashion space, including, 
menswear, activewear, partywear, women's ethnic and formal 
wear, kidswear, footwear and accessories. The Company's 
brands include Cover Story, Indigo Nation, Mohr, CERIZ, Lee 
Cooper, Urbana, Scullers, Lombard, John Miller, Giovani, aLL, 
Jealous 21, UMM, Daniel Hechter, Bare, Urban Yoga, UMBRO, 
Champion, Converse, RIG, Spalding and Holii. The stores in the 
Company's retail chains include Central, Brand Factory, I Am In, 
aLL, Planet Sports and Lee Cooper.","Ground Floor Knoledge House, Shayam Nagar,Off 
MUMBAI 400060",9122.308423,"1. Co ordination with different departments to follow up work and guide in one direction.
Co workers are good.
Hardest part to get data from various sources and assimilation leaves less time for strategic engagement
Most enjoyable part is people management",3,
,,,,"
",,"2. About my current organization, It is my first and I have completed my two years. When, I joined this organization that time I was zero but after completion few months I did expand my knowledge,

About my co-worker and my boss they are very supportive in all circumstances of my career.

Employee engagement activity is very enjoyable part of my job, when all departments come together they do participate in activities do interact with each other. Make fun environment do lunch together and many more.",4,
,,,,,,,,
17,Shopper'S Stop Ltd,,"Shopper’s Stop (SSL) is one of the leading players in retail 
segment. Being part of the K. Raheja Corp Group, the company 
started its journey in retail in 1991. Later in 1997, the company 
was incorporated. The company started from a single brand shop 
to becoming a fashion and lifestyle store for the family. The
 company is well known name that delivers superior quality 
products and services.K Raheja Corp (Parent Company) has 
business interests in realty, hospitality and retailing sectors. 
Besides Shpper’s Stop, the group owns brands like InOrbit, 
The Resort, Renaissance Mumbai Hotel & Convention Centre, 
J W Marriott, Lake side Chalet and many more.","Eureka Towers,, B Wing, 9th Floor, Mindspace, Link Road 
Mumbai; Maharashtra",,"1. Very good work culture
Supportive Colleagues
Lots of celebration
Process Driven Organisation",4,
,,,,,,"2. Very less increment
Don't appreciate support function (IT & Other dept)",2,
,,,,,,3. Sometimes you will have to balance the work load to have better work life baance,2,
,,,"
",,,4. Cheap politics by senior management. Creating duty environment in workking place.,1,
,,,,,,,,
18,Vadilal Enterprises Ltd,vadilalgroup.com,"Vadilal Enterprises Ltd. engages in the food processing industry. The company manufactures and markets products like ice-creams, frozen deserts, mango pulp, mango ras, and frozen vegetables. Incorporated in 1985, Vadilal Enterprises Ltd. is based in Gujarat. Vadilal Industries Limited is engaged in the business of manufacturing ice cream and flavored milk, and processing and exporting processed food products, such as canned pulp. The Company's segments include Ice Cream, Processed Foods and Others. The Company, through Ice Cream segment, offers ice cream and frozen dessert. Through Processed Food segment, it offers mango pulp, frozen fruit, pulp, vegetable and ready to eat/serve food. Through Others segment, it is engaged in forex management, money changing and cold storage. The Company has two ice-cream production facilities: one at Pundhra in Gandhinagar, Gujarat and the other at Bareilly in Uttar Pradesh. The Company is involved in processing frozen fruits, vegetables and processed foods at factory situated at Dharampur, Valsad, Gujarat. It exports its products to various countries. It also operates in the milk segment under the brand name, Power Sip. It offers Power Sip in a range of flavors, such as kesar, elaichi, rose and badam.","A/801, 8th Floor, ""Time Square"" Building, C. G. Road, Nr. 
Lal Bunglow Char Rasta Ahmedabad; Gujarat;",91 79 26564018 to 24,"1. Frustrating for people who follow work ethics,loads of politics,No parity,",2,
,,,,"
",,2. Work place fun with supportive team. The most enjoyable part was learning about the new technologies and working alongside my seniors.,4,
,,,,,,,,
19,RTCL Ltd,,"RTCL Ltd., incorporated in the year 1994, is a Small Cap 
company (having a market cap of Rs 3.01 Cr.) operating in 
Construction sector. RTCL Ltd. key Products/Revenue 
Segments include Income from Eng.Construction Contracts 
which contributed Rs 3.90 Cr to Sales Value (95.05% of Total 
Sales), Rental Income which contributed Rs 0.20 Cr to Sales
 Value (4.94% of Total Sales), for the year ending 31-Mar-2015. 
For the quarter ended 30-Jun-2016, the company has reported a 
Standalone sales of Rs. 1.75 Cr., down -85.89% from last quarter 
Sales of Rs. 12.40 Cr. and up 3284.91% from last year same 
quarter Sales of Rs. 0.05 Cr. Company has reported net profit 
after tax of Rs. -0.17 Cr. in latest quarter. The company’s 
management includes Mr.Bharat Hari Dalmia, Mr.Vishal Saxena, 
Mr.Ajay Kumar Jain, Mr.Bharat Hari Dalmia, Mr.Manoj Kumar
 Pandey, Ms.Chitranshi Tiwari, Mr.Vishal Saxena.Company has 
Kumar Piyush & Co. as its auditors. As on 30-Jun-2016, the 
company has a total of 12,001,170 shares outstanding.","Kamala City, Senapati Bapat Marg, Lower Parel (West), 
Mumbai - 400013",022-41514151,1,,
,,,,,,,,
20,Orient Beverages Ltd,http://www.obl.net.in/,"The Company was incorporated in the year 1960 under the name and style of ORIENT PROPERTIES PRIVATE LIMITED and till the year 1971, the main object of the Company was construction of Commercial Complexes and dealing in REAL ESTATE business. In the year 1971, the Company steps into a PUBLIC LIMITED COMPANY and diversified its business by setting up a SOFT DRINKS BOTTLING PLANT at Patna in Bihar and subsequently the name of the company was changed to ORIENT BEVERAGES LIMITED. The Commercial production was commenced in the year 1973 and since then the Company was doing soft drinks business as manufacturer of the brands like GOLD SPOT, LIMCA, THUMPS UP, CITRA and BISLERI CLUB SODA etc. under the franchise agreement with M/s Parle Exports Limited in addition to real estate activities. In the year 1998 soft drink business of the Company was taken over by a subsidiary Company of M/s. COCA COLA INDIA LIMITED, the then principal of the Company. After the sale of soft drinks business in the year 1998, the Company’s main business was dealing in real estate activities. In the year 2005, the Company started business of packaged drinking water under franchise agreement with M/s Bisleri International Pvt. Ltd. in the state of West Bengal. The Company is doing manufacturing and marketing of packaged drinking water under the trade brand “BISLERI” (a pioneer in PACKAGED DRINKING WATER INDUSTRY). The Company has set up its own manufacturing facilities at Domjur (Howrah) and Dankuni (Hooghly) in the state of West Bengal. The Company has further expanded business of packaged drinking water in the state of Jharkhand and has got a branch at Ranchi. The Company is also carrying on its Real Estate business as usual.","225C, A. J. C. BOSE ROAD, 3RD FLOOR, P .S. 
BALLYGUNGE, KOLKATA WB 700020 IN",033 3052 7001,1. Orient Beverages is a good company . best service provider.,,
,,,,,,2. Quality of water and taste is good . this is a good brand in india,,
,,,,,,,,
21,Arora Fibres Ltd.,www.arorafibres.in,"The Company is a public limited company incorporated under
 the Companies Act, 1956 having its registered office at Survey
 No. 213, Piparia Industrial Estate, Silvassa 396230, Dadra and
 Nagar Haveli. The Main objects of the Company are to carry on
 the business of manufacture, dealers, exporters, importers of
 all types of synthetic fibres, yarns. Mr. Rupinder Singh Arora is 
currently the Chairman of the Company. He is a commerce and
 law graduate from Bombay University. He has over 35 years
 experience in managing the affairs of the manufacturing/trading 
organizations promoted and owned by the family. He is involved
 in local and international trading of various items including
 synthetic fiber, paper, electrical and electronic components, 
polymers, plastics and other synthetic items.","Arora House, 16 Golf Link, Union Park, Khar West, 
Mumbai-400052",91-22-26041313/14/15,1. Good Management,4,
,,,,"
",,2. Future secure in this company.,4,
,,,,"
",,"3. Very Large organization, so one need to work hard to get enough recognition",3,
,,,,,,,,
